trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
907,True,"{'a': 0, 'e': 0}",35,18,34.323779953717505,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,True,"{'a': 0, 'e': 0}",20,15,9.148389279676858,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,True,"{'a': 0, 'e': 0}",25,8,28.15670532745898,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,True,"{'a': 0, 'e': 0}",20,12,15.261967886521903,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,True,"{'a': 0, 'e': 0}",25,18,14.741875261288925,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,True,"{'a': 0, 'e': 0}",20,10,21.06174533748335,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,True,"{'a': 0, 'e': 0}",25,11,28.10512106415862,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,True,"{'a': 0, 'e': 0}",25,0,40.70890955622331,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
915,True,"{'a': 0, 'e': 0}",25,7,32.82278840085582,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,True,"{'a': 0, 'e': 0}",25,13,24.35734932728744,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,True,"{'a': 0, 'e': 0}",20,9,24.410622918942448,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,True,"{'a': 0, 'e': 0}",20,9,21.543983853768147,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,True,"{'a': 0, 'e': 0}",25,12,24.54058003031044,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,True,"{'a': 0, 'e': 0}",20,7,22.650385028369644,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,True,"{'a': 0, 'e': 0}",20,12,14.646851970307644,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,True,"{'a': 0, 'e': 0}",30,16,28.810045312394184,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,True,"{'a': 0, 'e': 0}",20,14,12.54429718156181,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,True,"{'a': 0, 'e': 0}",20,13,13.087610508604051,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,True,"{'a': 0, 'e': 0}",30,17,21.206494311689042,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,True,"{'a': 0, 'e': 0}",20,5,24.93496837618648,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,True,"{'a': 0, 'e': 0}",25,3,37.39576758275606,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,True,"{'a': 0, 'e': 0}",30,14,24.850989999304375,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,True,"{'a': 0, 'e': 0}",25,6,33.351205595038365,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,True,"{'a': 0, 'e': 0}",20,11,17.53866848491931,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,True,"{'a': 0, 'e': 0}",25,19,12.050920078597006,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,True,"{'a': 0, 'e': 0}",30,20,21.34888483497457,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,True,"{'a': 0, 'e': 0}",30,15,24.525287916217753,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,True,"{'a': 0, 'e': 0}",20,16,7.956077595086218,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,True,"{'a': 0, 'e': 0}",20,16,8.052309892416968,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,True,"{'a': 0, 'e': 0}",20,14,12.195559764780143,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,True,"{'a': 0, 'e': 0}",20,8,22.501352866409462,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,True,"{'a': 0, 'e': 0}",25,15,16.218272577544493,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,True,"{'a': 0, 'e': 0}",25,13,22.153102047583477,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,True,"{'a': 0, 'e': 0}",25,19,9.37452995114875,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,True,"{'a': 0, 'e': 0}",35,24,23.674326136359507,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,True,"{'a': 0, 'e': 0}",20,3,32.705350962623854,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,True,"{'a': 0, 'e': 0}",25,16,19.165047121546152,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,True,"{'a': 0, 'e': 0}",30,22,11.964374114934817,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,True,"{'a': 0, 'e': 0}",25,17,13.062839574193033,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,True,"{'a': 0, 'e': 0}",30,21,16.983108974819725,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,True,"{'a': 0, 'e': 0}",30,20,19.215073811178875,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,True,"{'a': 0, 'e': 0}",20,1,25.281265579930054,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,True,"{'a': 0, 'e': 0}",25,13,21.344500672566042,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,True,"{'a': 0, 'e': 0}",25,14,21.239688586141508,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,True,"{'a': 0, 'e': 0}",25,18,13.88700272305195,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,True,"{'a': 0, 'e': 0}",20,10,17.98754720041897,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,True,"{'a': 0, 'e': 0}",25,14,23.501449194737553,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,True,"{'a': 0, 'e': 0}",20,14,10.764578027420784,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,True,"{'a': 0, 'e': 0}",25,11,24.313753147608846,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,True,"{'a': 0, 'e': 0}",25,13,25.18682348973954,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,True,"{'a': 0, 'e': 0}",30,18,21.176282460022307,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,True,"{'a': 0, 'e': 0}",20,10,17.942388585380105,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,True,"{'a': 0, 'e': 0}",20,9,17.657969783773144,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,True,"{'a': 0, 'e': 0}",20,0,33.20004121647222,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
961,True,"{'a': 0, 'e': 0}",20,10,20.53926844568629,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,True,"{'a': 0, 'e': 0}",20,7,22.637501355129018,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,True,"{'a': 0, 'e': 0}",20,8,20.207013753190147,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,True,"{'a': 0, 'e': 0}",25,4,33.73938733986057,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,True,"{'a': 0, 'e': 0}",25,13,24.34653753484605,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,True,"{'a': 0, 'e': 0}",30,16,21.75735833163094,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,True,"{'a': 0, 'e': 0}",20,10,16.794779859110783,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,True,"{'a': 0, 'e': 0}",20,16,6.787020541817143,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,True,"{'a': 0, 'e': 0}",35,17,36.752255030681276,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,True,"{'a': 0, 'e': 0}",30,9,38.8443854906417,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,True,"{'a': 0, 'e': 0}",20,8,19.665497574888516,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,True,"{'a': 0, 'e': 0}",25,20,9.236100558099235,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,True,"{'a': 0, 'e': 0}",25,3,33.42556458966284,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,True,"{'a': 0, 'e': 0}",20,11,15.704655495777692,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,True,"{'a': 0, 'e': 0}",25,12,24.55795880443694,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,True,"{'a': 0, 'e': 0}",25,17,14.982044582172172,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,True,"{'a': 0, 'e': 0}",30,18,19.711900090092737,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,True,"{'a': 0, 'e': 0}",20,8,20.324709059113907,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,True,"{'a': 0, 'e': 0}",20,7,19.540043413593885,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,True,"{'a': 0, 'e': 0}",20,16,6.550749870758644,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,True,"{'a': 0, 'e': 0}",20,14,10.971702522947837,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,True,"{'a': 0, 'e': 0}",20,11,18.054639168489185,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,True,"{'a': 0, 'e': 0}",20,3,28.86329701537207,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,True,"{'a': 0, 'e': 0}",25,18,13.451959209892395,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,True,"{'a': 0, 'e': 0}",20,9,18.451257723053054,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,True,"{'a': 0, 'e': 0}",20,16,6.916146982013032,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,True,"{'a': 0, 'e': 0}",20,0,37.36756764103229,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
988,True,"{'a': 0, 'e': 0}",25,13,21.41765013588354,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,True,"{'a': 0, 'e': 0}",25,14,20.339987140002354,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,True,"{'a': 0, 'e': 0}",25,16,13.344686081482967,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,True,"{'a': 0, 'e': 0}",25,15,17.03113870941272,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,True,"{'a': 0, 'e': 0}",25,16,18.79661107224381,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,True,"{'a': 0, 'e': 0}",25,5,34.483351355006356,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,True,"{'a': 0, 'e': 0}",30,12,30.859888705428613,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
995,True,"{'a': 0, 'e': 0}",20,5,24.939490196557706,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,True,"{'a': 0, 'e': 0}",35,21,25.421467726682415,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,True,"{'a': 0, 'e': 0}",30,22,15.507243505712065,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,True,"{'a': 0, 'e': 0}",20,3,27.004723805538877,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,True,"{'a': 0, 'e': 0}",20,14,9.969118870962502,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1000,True,"{'a': 0, 'e': 0}",35,22,18.27192833449712,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
